index,PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2392,2005-6-19,31.0,20.0,20.0,10.0,10.0,10.0,45.0,32.0,18.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2375,2005-6-2,28.0,,28.0,14.0,14.0,14.0,33.0,33.0,33.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
2393,2005-6-20,31.0,25.0,20.0,20.0,17.0,14.0,58.0,50.0,40.0,,,,10.0,6.0,4.0,6.0,2.0,,0.0,,,-1.0
2394,2005-6-21,28.0,,28.0,20.0,20.0,20.0,52.0,52.0,52.0,,,,4.0,4.0,4.0,6.0,6.0,,0.0,,,-1.0
2395,2005-6-22,25.0,21.0,21.0,20.0,20.0,20.0,88.0,80.0,71.0,,,,4.0,2.0,0.1,9.0,3.0,,0.0,8.0,,-1.0
2396,2005-6-23,23.0,,23.0,21.0,21.0,21.0,86.0,86.0,86.0,,,,0.2,0.2,0.2,0.0,0.0,,0.0,8.0,,-1.0
2397,2005-6-24,20.0,,20.0,19.0,19.0,19.0,94.0,94.0,94.0,,,,0.0,0.0,0.0,6.0,6.0,,0.0,8.0,,-1.0
2398,2005-6-25,22.0,20.0,17.0,20.0,18.0,15.0,85.0,81.0,77.0,,,,10.0,6.0,4.0,0.0,0.0,,0.0,,,-1.0
2399,2005-6-26,,,,,,,,,,,,,,,,,,,,,,
2400,2005-6-27,,,,,,,,,,,,,,,,,,,,,,
2401,2005-6-28,,,,,,,,,,,,,,,,,,,,,,
2402,2005-6-29,,,,,,,,,,,,,,,,,,,,,,
2376,2005-6-3,26.0,21.0,17.0,11.0,10.0,10.0,54.0,45.0,31.0,,,,10.0,10.0,10.0,9.0,2.0,,14.0,,Thunderstorm,-1.0
2403,2005-6-30,,,,,,,,,,,,,,,,,,,,,,
2377,2005-6-4,24.0,18.0,14.0,12.0,10.0,9.0,53.0,43.0,33.0,,,,10.0,10.0,10.0,0.0,0.0,,1.0,,Thunderstorm,-1.0
2378,2005-6-5,23.0,22.0,22.0,10.0,10.0,9.0,35.0,33.0,31.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2379,2005-6-6,25.0,17.0,17.0,10.0,6.0,2.0,54.0,36.0,18.0,,,,10.0,10.0,10.0,9.0,3.0,,0.0,8.0,Thunderstorm,-1.0
2380,2005-6-7,24.0,17.0,17.0,7.0,6.0,6.0,35.0,30.0,24.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
2381,2005-6-8,26.0,24.0,24.0,10.0,8.0,5.0,30.0,24.0,19.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
2382,2005-6-9,24.0,22.0,22.0,7.0,6.0,6.0,25.0,24.0,23.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2466,2005-7-1,23.0,,20.0,17.0,17.0,17.0,77.0,77.0,77.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2475,2005-7-10,18.0,17.0,17.0,17.0,17.0,17.0,98.0,98.0,98.0,,,,0.0,0.0,0.0,6.0,2.0,,44.0,8.0,Rain,-1.0
2476,2005-7-11,18.0,,18.0,16.0,16.0,16.0,86.0,86.0,86.0,,,,0.1,0.1,0.1,0.0,0.0,,0.0,8.0,,-1.0
2477,2005-7-12,20.0,19.0,18.0,18.0,17.0,16.0,96.0,92.0,89.0,,,,4.0,1.4,0.1,0.0,0.0,,0.0,8.0,,-1.0
2478,2005-7-13,20.0,19.0,18.0,17.0,16.0,16.0,89.0,84.0,78.0,,,,10.0,7.0,4.0,0.0,0.0,,0.0,8.0,,-1.0
2479,2005-7-14,21.0,18.0,16.0,19.0,17.0,14.0,94.0,90.0,86.0,,,,4.0,1.4,0.1,4.0,1.0,,0.0,8.0,Rain,-1.0
2480,2005-7-15,21.0,16.0,16.0,20.0,17.0,14.0,92.0,86.0,80.0,,,,4.0,2.0,0.1,0.0,0.0,,0.0,8.0,,-1.0
2481,2005-7-16,23.0,20.0,16.0,20.0,18.0,14.0,83.0,82.0,80.0,,,,4.0,1.5,0.1,6.0,1.0,,0.0,8.0,,-1.0
2482,2005-7-17,19.0,17.0,17.0,18.0,16.0,15.0,89.0,87.0,85.0,,,,10.0,7.0,4.0,0.0,0.0,,3.0,,Thunderstorm,-1.0
2483,2005-7-18,22.0,20.0,17.0,20.0,18.0,15.0,88.0,85.0,83.0,,,,10.0,6.7,0.2,0.0,0.0,,18.0,8.0,,-1.0
2484,2005-7-19,23.0,20.0,18.0,20.0,19.0,17.0,96.0,91.0,88.0,,,,0.1,0.1,0.1,0.0,0.0,,0.0,8.0,,-1.0
2467,2005-7-2,22.0,,22.0,18.0,18.0,18.0,68.0,68.0,68.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2485,2005-7-20,24.0,20.0,18.0,19.0,16.0,12.0,78.0,69.0,62.0,,,,10.0,10.0,10.0,6.0,3.0,,0.0,,,-1.0
2486,2005-7-21,22.0,18.0,18.0,19.0,18.0,16.0,90.0,84.0,77.0,,,,10.0,7.0,4.0,4.0,1.0,,0.0,8.0,,-1.0
2487,2005-7-22,22.0,,22.0,20.0,20.0,20.0,81.0,81.0,81.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2488,2005-7-23,24.0,18.0,18.0,17.0,16.0,16.0,90.0,84.0,78.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2489,2005-7-24,23.0,22.0,22.0,20.0,18.0,17.0,86.0,77.0,68.0,,,,2.0,1.0,0.1,0.0,0.0,,0.0,8.0,,-1.0
2490,2005-7-25,23.0,22.0,22.0,20.0,20.0,20.0,86.0,84.0,82.0,,,,1.0,0.5,0.1,0.0,0.0,,0.0,8.0,,-1.0
2491,2005-7-26,,,,,,,,,,,,,,,,,,,,,,
2492,2005-7-27,,,,,,,,,,,,,,,,,,,,,,
2493,2005-7-28,,,,,,,,,,,,,,,,,,,,,,
2494,2005-7-29,,,,,,,,,,,,,,,,,,,,,,
2468,2005-7-3,25.0,24.0,22.0,16.0,16.0,15.0,63.0,55.0,47.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,8.0,Thunderstorm,-1.0
2495,2005-7-30,,,,,,,,,,,,,,,,,,,,,,
2496,2005-7-31,,,,,,,,,,,,,,,,,,,,,,
2469,2005-7-4,22.0,,20.0,15.0,15.0,15.0,63.0,63.0,63.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2470,2005-7-5,22.0,22.0,20.0,16.0,15.0,14.0,78.0,66.0,55.0,,,,10.0,10.0,10.0,6.0,4.0,,3.0,,,-1.0
2471,2005-7-6,20.0,19.0,19.0,17.0,16.0,16.0,83.0,80.0,78.0,,,,10.0,5.0,0.1,6.0,4.0,,0.0,8.0,,-1.0
2472,2005-7-7,25.0,22.0,18.0,18.0,16.0,13.0,67.0,61.0,55.0,,,,10.0,10.0,10.0,6.0,3.0,,0.0,,,-1.0
2473,2005-7-8,24.0,21.0,21.0,20.0,20.0,20.0,94.0,85.0,76.0,,,,10.0,5.0,0.0,0.0,0.0,,0.0,8.0,,-1.0
2474,2005-7-9,19.0,,19.0,14.0,14.0,14.0,67.0,67.0,67.0,,,,10.0,10.0,10.0,6.0,6.0,,32.0,,,-1.0
3287,2005-8-1,23.0,19.0,16.0,20.0,18.0,15.0,86.0,85.0,82.0,,,,4.0,1.4,0.1,0.0,0.0,,0.0,8.0,,-1.0
3296,2005-8-10,22.0,17.0,17.0,19.0,16.0,14.0,77.0,76.0,74.0,,,,4.0,2.0,0.1,0.0,0.0,,0.0,8.0,,-1.0
3297,2005-8-11,23.0,22.0,22.0,19.0,19.0,19.0,77.0,77.0,77.0,,,,10.0,7.0,4.0,0.0,0.0,,0.0,,,-1.0
3298,2005-8-12,25.0,,23.0,15.0,15.0,15.0,54.0,54.0,54.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3299,2005-8-13,23.0,,23.0,19.0,19.0,19.0,73.0,73.0,73.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3300,2005-8-14,24.0,,24.0,20.0,20.0,20.0,76.0,76.0,76.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3301,2005-8-15,23.0,,23.0,17.0,17.0,17.0,62.0,62.0,62.0,,,,10.0,10.0,10.0,0.0,0.0,,3.0,,,-1.0
3302,2005-8-16,24.0,23.0,15.0,20.0,17.0,12.0,88.0,80.0,74.0,,,,1.0,0.4,0.1,6.0,1.0,,0.0,8.0,,-1.0
3303,2005-8-17,23.0,23.0,21.0,19.0,18.0,17.0,83.0,72.0,62.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
3304,2005-8-18,24.0,22.0,20.0,18.0,18.0,17.0,83.0,73.0,63.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3305,2005-8-19,24.0,16.0,15.0,16.0,14.0,12.0,85.0,76.0,68.0,,,,10.0,4.7,0.1,0.0,0.0,,0.0,8.0,,-1.0
3288,2005-8-2,24.0,22.0,19.0,21.0,20.0,18.0,95.0,91.0,86.0,,,,0.1,0.1,0.1,0.0,0.0,,0.0,8.0,,-1.0
3306,2005-8-20,22.0,20.0,20.0,19.0,18.0,17.0,78.0,75.0,72.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
3307,2005-8-21,23.0,23.0,22.0,19.0,18.0,18.0,82.0,74.0,66.0,,,,10.0,5.0,0.1,6.0,2.0,,0.0,8.0,,-1.0
3308,2005-8-22,22.0,18.0,16.0,20.0,17.0,14.0,88.0,88.0,87.0,,,,4.0,1.4,0.2,9.0,8.0,,3.0,8.0,,-1.0
3309,2005-8-23,23.0,19.0,16.0,22.0,19.0,15.0,97.0,92.0,88.0,,,,4.0,1.4,0.1,9.0,5.0,,0.0,8.0,,-1.0
3310,2005-8-24,24.0,19.0,14.0,18.0,14.0,7.0,73.0,63.0,49.0,,,,10.0,8.0,4.0,6.0,4.0,,0.0,,,-1.0
3311,2005-8-25,21.0,15.0,15.0,18.0,15.0,12.0,77.0,76.0,74.0,,,,4.0,3.0,2.0,0.0,0.0,,0.0,,,-1.0
3312,2005-8-26,22.0,16.0,12.0,17.0,14.0,10.0,84.0,75.0,58.0,,,,10.0,8.0,4.0,9.0,5.0,,0.0,8.0,,-1.0
3313,2005-8-27,22.0,21.0,19.0,16.0,15.0,14.0,67.0,65.0,63.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
3314,2005-8-28,24.0,24.0,22.0,18.0,16.0,15.0,73.0,62.0,50.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3315,2005-8-29,15.0,,15.0,13.0,13.0,13.0,87.0,87.0,87.0,,,,4.0,4.0,4.0,0.0,0.0,,0.0,,,-1.0
3289,2005-8-3,24.0,,24.0,21.0,21.0,21.0,86.0,86.0,86.0,,,,0.1,0.1,0.1,0.0,0.0,,0.0,8.0,,-1.0
3316,2005-8-30,25.0,24.0,23.0,20.0,18.0,16.0,80.0,67.0,54.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
3317,2005-8-31,,,,,,,,,,,,,,,,,,,,,,
3290,2005-8-4,24.0,20.0,18.0,22.0,20.0,17.0,96.0,94.0,91.0,,,,2.0,0.7,0.1,0.0,0.0,,9.0,8.0,,-1.0
3291,2005-8-5,23.0,22.0,22.0,21.0,20.0,19.0,88.0,82.0,77.0,,,,10.0,10.0,10.0,0.0,0.0,,4.0,,,-1.0
3292,2005-8-6,21.0,19.0,18.0,16.0,14.0,13.0,83.0,72.0,62.0,,,,10.0,10.0,10.0,0.0,0.0,,8.0,,,-1.0
3293,2005-8-7,,,,,,,,,,,,,10.0,10.0,10.0,0.0,0.0,,0.0,8.0,,-1.0
3294,2005-8-8,23.0,19.0,16.0,18.0,15.0,11.0,83.0,67.0,54.0,,,,10.0,6.0,4.0,4.0,3.0,,0.0,8.0,,-1.0
3295,2005-8-9,22.0,,22.0,16.0,16.0,16.0,57.0,57.0,57.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4416,2005-9-1,24.0,24.0,23.0,20.0,20.0,20.0,80.0,76.0,71.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4425,2005-9-10,19.0,18.0,17.0,16.0,16.0,15.0,86.0,84.0,83.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,8.0,,-1.0
4426,2005-9-11,22.0,22.0,16.0,16.0,14.0,13.0,75.0,67.0,59.0,,,,10.0,10.0,10.0,6.0,4.0,,5.0,,,-1.0
4427,2005-9-12,21.0,18.0,15.0,16.0,15.0,13.0,90.0,85.0,78.0,,,,10.0,8.0,4.0,6.0,6.0,,0.0,8.0,,-1.0
4428,2005-9-13,20.0,16.0,16.0,16.0,14.0,13.0,81.0,74.0,68.0,,,,10.0,7.0,4.0,6.0,2.0,,0.0,,,-1.0
4429,2005-9-14,18.0,,18.0,17.0,17.0,17.0,89.0,89.0,89.0,,,,0.2,0.2,0.2,0.0,0.0,,0.0,8.0,,-1.0
4430,2005-9-15,24.0,24.0,21.0,18.0,17.0,16.0,77.0,66.0,54.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4431,2005-9-16,20.0,16.0,16.0,17.0,16.0,14.0,86.0,84.0,83.0,,,,10.0,7.0,4.0,0.0,0.0,,0.0,,,-1.0
4432,2005-9-17,22.0,17.0,12.0,17.0,15.0,11.0,91.0,81.0,63.0,,,,10.0,4.7,0.1,6.0,1.0,,0.0,8.0,,-1.0
4433,2005-9-18,24.0,18.0,14.0,13.0,13.0,12.0,80.0,61.0,46.0,,,,10.0,8.0,4.0,6.0,1.0,,0.0,,,-1.0
4434,2005-9-19,26.0,20.0,15.0,17.0,15.0,12.0,74.0,65.0,48.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4417,2005-9-2,24.0,19.0,16.0,21.0,19.0,15.0,86.0,84.0,81.0,,,,10.0,8.0,4.0,6.0,1.0,,0.0,,,-1.0
4435,2005-9-20,24.0,,24.0,18.0,18.0,18.0,67.0,67.0,67.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
4436,2005-9-21,22.0,18.0,15.0,16.0,14.0,12.0,78.0,73.0,68.0,,,,10.0,8.0,4.0,6.0,1.0,,5.0,,,-1.0
4437,2005-9-22,23.0,23.0,19.0,13.0,14.0,13.0,62.0,54.0,46.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
4438,2005-9-23,27.0,14.0,14.0,15.0,13.0,11.0,74.0,56.0,38.0,,,,10.0,6.0,2.0,6.0,2.0,,0.0,,,-1.0
4439,2005-9-24,20.0,16.0,15.0,16.0,15.0,13.0,87.0,81.0,73.0,,,,10.0,4.0,0.1,0.0,0.0,,0.0,8.0,,-1.0
4440,2005-9-25,21.0,14.0,14.0,12.0,10.0,8.0,87.0,66.0,44.0,,,,10.0,6.0,2.0,0.0,0.0,,0.0,,,-1.0
4441,2005-9-26,23.0,22.0,19.0,16.0,15.0,14.0,63.0,62.0,62.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
4442,2005-9-27,23.0,18.0,14.0,14.0,12.0,11.0,74.0,62.0,51.0,,,,10.0,7.3,2.0,6.0,1.0,,0.0,,,-1.0
4443,2005-9-28,22.0,18.0,14.0,14.0,13.0,11.0,74.0,60.0,47.0,,,,10.0,7.3,2.0,0.0,0.0,,0.0,,,-1.0
4444,2005-9-29,,,,,,,,,,,,,,,,,,,,,,
4418,2005-9-3,22.0,19.0,16.0,19.0,10.0,-2.0,86.0,58.0,11.0,,,,10.0,8.0,4.0,0.0,0.0,,0.0,,,-1.0
4445,2005-9-30,,,,,,,,,,,,,,,,,,,,,,
4419,2005-9-4,20.0,16.0,16.0,19.0,16.0,14.0,94.0,90.0,87.0,,,,4.0,2.0,0.1,0.0,0.0,,0.0,8.0,,-1.0
4420,2005-9-5,22.0,20.0,20.0,20.0,20.0,19.0,91.0,90.0,88.0,,,,0.1,0.1,0.1,6.0,4.0,,0.0,8.0,,-1.0
4421,2005-9-6,21.0,,21.0,18.0,18.0,18.0,77.0,77.0,77.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4422,2005-9-7,24.0,19.0,16.0,19.0,17.0,14.0,91.0,86.0,82.0,,,,10.0,4.7,0.1,0.0,0.0,,18.0,8.0,,-1.0
4423,2005-9-8,24.0,20.0,16.0,20.0,18.0,14.0,88.0,82.0,71.0,,,,10.0,6.0,4.0,6.0,1.0,,0.0,8.0,,-1.0
4424,2005-9-9,22.0,22.0,18.0,18.0,18.0,17.0,89.0,78.0,68.0,,,,10.0,10.0,10.0,6.0,4.0,,10.0,8.0,,-1.0
4110,2006-1-1,1.0,,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,,,0.1,0.1,0.1,13.0,13.0,,20.0,8.0,Snow,-1.0
4119,2006-1-10,13.0,,13.0,-7.0,-7.0,-7.0,14.0,14.0,14.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
4120,2006-1-11,12.0,,12.0,-3.0,-3.0,-3.0,22.0,22.0,22.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4121,2006-1-12,7.0,,7.0,-4.0,-4.0,-4.0,31.0,31.0,31.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,8.0,,-1.0
4122,2006-1-13,2.0,,2.0,2.0,2.0,2.0,98.0,98.0,98.0,,,,,,,13.0,13.0,,4.0,8.0,Snow,-1.0
4123,2006-1-14,5.0,4.0,4.0,4.0,4.0,3.0,91.0,91.0,91.0,,,,4.0,4.0,4.0,17.0,17.0,,9.0,,,-1.0
4124,2006-1-15,4.0,,4.0,4.0,4.0,4.0,100.0,100.0,100.0,,,,0.0,0.0,0.0,57.0,57.0,,0.0,,,-1.0
4125,2006-1-16,6.0,6.0,2.0,1.0,-1.0,-3.0,64.0,60.0,57.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
4126,2006-1-17,7.0,6.0,5.0,-5.0,-6.0,-6.0,32.0,31.0,30.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4127,2006-1-18,6.0,,6.0,-4.0,-4.0,-4.0,35.0,35.0,35.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
4128,2006-1-19,6.0,,6.0,-4.0,-4.0,-4.0,35.0,35.0,35.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
4111,2006-1-2,0.0,,0.0,-1.0,-1.0,-1.0,88.0,88.0,88.0,,,,0.1,0.1,0.1,6.0,6.0,,5.0,8.0,Snow,-1.0
4129,2006-1-20,6.0,4.0,4.0,-4.0,-4.0,-5.0,46.0,42.0,39.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,8.0,,-1.0
4130,2006-1-21,7.0,7.0,6.0,3.0,1.0,-1.0,65.0,57.0,49.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4131,2006-1-22,9.0,,7.0,-4.0,-4.0,-4.0,31.0,31.0,31.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
4132,2006-1-23,11.0,9.0,8.0,-6.0,-8.0,-9.0,24.0,20.0,16.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4133,2006-1-24,12.0,,7.0,-1.0,-1.0,-1.0,43.0,43.0,43.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4134,2006-1-25,7.0,7.0,6.0,0.0,0.0,-1.0,50.0,50.0,49.0,,,,10.0,10.0,10.0,9.0,6.0,,1.0,8.0,,-1.0
4135,2006-1-26,10.0,,9.0,-3.0,-3.0,-3.0,31.0,31.0,31.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,8.0,,-1.0
4136,2006-1-27,13.0,,12.0,-1.0,-1.0,-1.0,27.0,27.0,27.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4137,2006-1-28,14.0,,9.0,-3.0,-3.0,-3.0,31.0,31.0,31.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4138,2006-1-29,,,,,,,,,,,,,,,,,,,,,,
4112,2006-1-3,2.0,,2.0,0.0,0.0,0.0,87.0,87.0,87.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,8.0,,-1.0
4139,2006-1-30,,,,,,,,,,,,,,,,,,,,,,
4140,2006-1-31,,,,,,,,,,,,,,,,,,,,,,
4113,2006-1-4,5.0,,4.0,2.0,2.0,2.0,81.0,81.0,81.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4114,2006-1-5,4.0,,4.0,-1.0,-1.0,-1.0,62.0,62.0,62.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4115,2006-1-6,,,,,,,,,,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
4116,2006-1-7,12.0,12.0,8.0,4.0,-2.0,-8.0,47.0,34.0,20.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4117,2006-1-8,10.0,8.0,5.0,-6.0,-7.0,-9.0,33.0,24.0,14.0,,,,10.0,10.0,10.0,9.0,5.0,,0.0,8.0,,-1.0
4118,2006-1-9,11.0,6.0,6.0,-5.0,-6.0,-7.0,26.0,26.0,25.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2954,2006-10-1,25.0,21.0,16.0,11.0,7.0,-1.0,49.0,35.0,18.0,,,,10.0,8.5,4.0,6.0,3.0,,0.0,,,-1.0
2963,2006-10-10,23.0,18.0,14.0,13.0,10.0,6.0,63.0,53.0,39.0,,,,10.0,7.0,4.0,13.0,9.0,,0.0,,,-1.0
2964,2006-10-11,23.0,19.0,15.0,13.0,11.0,9.0,62.0,56.0,46.0,,,,10.0,7.0,4.0,9.0,5.0,,0.0,,,-1.0
2965,2006-10-12,22.0,18.0,14.0,14.0,12.0,9.0,87.0,66.0,47.0,,,,10.0,6.1,0.5,9.0,3.0,,0.0,,,-1.0
2966,2006-10-13,19.0,14.0,10.0,10.0,9.0,8.0,84.0,63.0,48.0,,,,10.0,5.5,0.2,24.0,12.0,,1.0,8.0,Rain-Thunderstorm,-1.0
2967,2006-10-14,21.0,16.0,12.0,12.0,9.0,6.0,63.0,58.0,49.0,,,,10.0,7.0,4.0,9.0,6.0,,0.0,,,-1.0
2968,2006-10-15,20.0,14.0,10.0,11.0,8.0,6.0,70.0,57.0,39.0,,,,10.0,8.0,4.0,6.0,6.0,,0.0,,,-1.0
2969,2006-10-16,22.0,21.0,16.0,10.0,10.0,9.0,58.0,46.0,35.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
2970,2006-10-17,24.0,23.0,16.0,13.0,12.0,12.0,63.0,52.0,42.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2971,2006-10-18,22.0,,22.0,13.0,12.0,11.0,39.0,39.0,39.0,,,,10.0,5.0,0.1,130.0,48.0,,0.0,,,-1.0
2972,2006-10-19,20.0,20.0,12.0,13.0,12.0,11.0,91.0,72.0,54.0,,,,10.0,10.0,10.0,13.0,7.0,,15.0,8.0,Rain-Thunderstorm,-1.0
2955,2006-10-2,26.0,22.0,16.0,12.0,7.0,1.0,53.0,35.0,21.0,,,,10.0,7.0,4.0,4.0,2.0,,0.0,,,-1.0
2973,2006-10-20,10.0,9.0,9.0,9.0,8.0,8.0,100.0,92.0,84.0,,,,10.0,7.0,4.0,9.0,3.0,,4.0,8.0,Rain,-1.0
2974,2006-10-21,17.0,16.0,14.0,10.0,10.0,9.0,74.0,64.0,53.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2975,2006-10-22,18.0,,13.0,8.0,8.0,8.0,62.0,62.0,62.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2976,2006-10-23,12.0,,12.0,11.0,11.0,11.0,88.0,88.0,88.0,,,,0.1,0.1,0.1,0.0,0.0,,0.0,8.0,,-1.0
2977,2006-10-24,18.0,,15.0,12.0,12.0,12.0,80.0,80.0,80.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2978,2006-10-25,19.0,19.0,14.0,11.0,10.0,10.0,68.0,58.0,48.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
2979,2006-10-26,18.0,,18.0,11.0,11.0,11.0,57.0,57.0,57.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2980,2006-10-27,19.0,24.0,16.0,10.0,10.0,10.0,58.0,43.0,28.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
2981,2006-10-28,19.0,20.0,14.0,10.0,10.0,10.0,69.0,57.0,45.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2982,2006-10-29,20.0,20.0,14.0,10.0,10.0,9.0,62.0,52.0,41.0,,,,10.0,10.0,10.0,6.0,5.0,,0.0,,,-1.0
2956,2006-10-3,24.0,20.0,15.0,14.0,10.0,6.0,63.0,48.0,36.0,,,,10.0,7.0,4.0,4.0,1.0,,0.0,,,-1.0
2983,2006-10-30,19.0,19.0,15.0,11.0,10.0,10.0,63.0,56.0,48.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2984,2006-10-31,20.0,17.0,14.0,10.0,7.0,4.0,63.0,47.0,37.0,,,,10.0,10.0,10.0,9.0,7.0,,0.0,,,-1.0
2957,2006-10-4,25.0,20.0,16.0,13.0,9.0,5.0,53.0,42.0,35.0,,,,10.0,7.0,4.0,6.0,3.0,,0.0,,,-1.0
2958,2006-10-5,25.0,20.0,16.0,12.0,6.0,0.0,49.0,33.0,22.0,,,,10.0,7.0,4.0,7.0,3.0,,0.0,,,-1.0
2959,2006-10-6,24.0,20.0,15.0,13.0,9.0,4.0,58.0,44.0,37.0,,,,10.0,5.5,4.0,9.0,5.0,,0.0,,,-1.0
2960,2006-10-7,24.0,20.0,15.0,15.0,9.0,6.0,67.0,48.0,26.0,,,,10.0,7.0,4.0,9.0,2.0,,0.0,,,-1.0
2961,2006-10-8,24.0,20.0,15.0,14.0,11.0,7.0,69.0,56.0,42.0,,,,4.0,4.0,4.0,9.0,4.0,,0.0,,,-1.0
2962,2006-10-9,21.0,18.0,14.0,15.0,11.0,9.0,80.0,61.0,33.0,,,,10.0,8.5,4.0,9.0,6.0,,0.0,,,-1.0
4141,2006-11-1,19.0,18.0,14.0,11.0,10.0,11.0,74.0,63.0,52.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
4150,2006-11-10,15.0,14.0,13.0,7.0,6.0,6.0,56.0,56.0,55.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,8.0,,-1.0
4151,2006-11-11,13.0,12.0,12.0,8.0,8.0,7.0,67.0,66.0,64.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,8.0,,-1.0
4152,2006-11-12,8.0,,8.0,7.0,7.0,7.0,90.0,90.0,90.0,,,,0.1,0.1,0.1,9.0,9.0,,0.0,8.0,,-1.0
